,PageRank,Airport_name,Airport_info
462,[0.36357143],SXL,"Sligo, Ireland"
469,[0.36357143],ODE,"Odense, Denmark"
473,[0.36357143],SKS,"Skrydstrup, Denmark"
433,[0.36357143],FZO,"Bristol Filton, United Kingdom"
428,[0.36357143],LMO,"Lossiemouth, United Kingdom"
427,[0.36357143],ADX,"Leuchars, United Kingdom"
386,[0.36357143],PLH,"Plymouth, United Kingdom"
364,[0.36357143],SOT,"Sodankyla, Finland"
367,[0.36357143],QVY,"Utti, Finland"
369,[0.36357143],VRK,"Varkaus, Finland"
371,[0.36357143],ENK,"St Angelo, United Kingdom"
375,[0.36357143],CVT,"Coventry, United Kingdom"
379,[0.36357143],LYE,"Lyneham, United Kingdom"
380,[0.36357143],YEO,"Yeovilton, United Kingdom"
382,[0.36357143],SWS,"Swansea, United Kingdom"
389,[0.36357143],QLA,"Lasham, United Kingdom"
423,[0.36357143],SDZ,"Scatsta, United Kingdom"
393,[0.36357143],ESH,"Shoreham, United Kingdom"
394,[0.36357143],BQH,"Biggin Hill, United Kingdom"
397,[0.36357143],FAB,"Farnborough, United Kingdom"
398,[0.36357143],BBS,"Blackbushe, United Kingdom"
401,[0.36357143],LYX,"Lydd, United Kingdom"
403,[0.36357143],CAX,"Carlisle, United Kingdom"
406,[0.36357143],BWF,"Walney Island, United Kingdom"
408,[0.36357143],CEG,"Hawarden, United Kingdom"
265,[0.36357143],MFQ,"Maradi, Niger"
264,[0.36357143],ZAR,"Zaria, Nigeria"
260,[0.36357143],MXJ,"Minna New, Nigeria"
258,[0.36357143],MDI,"Makurdi, Nigeria"
64,[0.36357143],YHB,"Hudson Bay, Canada"
72,[0.36357143],YIB,"Atikokan Muni, Canada"
74,[0.36357143],YJN,"St Jean, Canada"
79,[0.36357143],YKY,"Kindersley, Canada"
80,[0.36357143],YKZ,"Buttonville Muni, Canada"
81,[0.36357143],YLD,"Chapleau, Canada"
82,[0.36357143],YLJ,"Meadow Lake, Canada"
84,[0.36357143],YLT,"Alert, Canada"
86,[0.36357143],YMA,"Mayo, Canada"
87,[0.36357143],YMJ,"Moose Jaw Air Vice Marshal C M Mcewen, Canada"
90,[0.36357143],YMW,"Maniwaki, Canada"
91,[0.36357143],YMX,"Montreal Intl Mirabel, Canada"
93,[0.36357143],YND,"Gatineau, Canada"
94,[0.36357143],YNM,"Matagami, Canada"
95,[0.36357143],YOC,"Old Crow, Canada"
96,[0.36357143],YOD,"Cold Lake, Canada"
99,[0.36357143],YPA,"Prince Albert Glass Field, Canada"
100,[0.36357143],YPE,"Peace River, Canada"
101,[0.36357143],YPG,"Southport, Canada"
57,[0.36357143],YFR,"Fort Resolution, Canada"
52,[0.36357143],YEU,"Eureka, Canada"
51,[0.36357143],YET,"Edson, Canada"
25,[0.36357143],YBB,"Kugaaruk, Canada"
12,[0.36357143],HFN,"Hornafjordur, Iceland"
13,[0.36357143],HZK,"Husavik, Iceland"
16,[0.36357143],PFJ,"Patreksfjordur, Iceland"
18,[0.36357143],SIJ,"Siglufjordur, Iceland"
19,[0.36357143],VEY,"Vestmannaeyjar, Iceland"
21,[0.36357143],YAV,"Winnipeg St Andrews, Canada"
22,[0.36357143],YAW,"Shearwater, Canada"
24,[0.36357143],YAZ,"Tofino, Canada"
30,[0.36357143],YBR,"Brandon Muni, Canada"
50,[0.36357143],YEN,"Estevan, Canada"
34,[0.36357143],YCH,"Miramichi, Canada"
37,[0.36357143],YCT,"Coronation, Canada"
38,[0.36357143],YCW,"Chilliwack, Canada"
41,[0.36357143],YDA,"Dawson City, Canada"
42,[0.36357143],YDB,"Burwash, Canada"
43,[0.36357143],YDC,"Princeton, Canada"
45,[0.36357143],YDL,"Dease Lake, Canada"
46,[0.36357143],YDN,"Dauphin Barker, Canada"
104,[0.36357143],YPQ,"Peterborough, Canada"
107,[0.36357143],YQA,"Muskoka, Canada"
111,[0.36357143],YQH,"Watson Lake, Canada"
223,[0.36357143],ELG,"El Golea, Algeria"
200,[0.36357143],YZX,"Greenwood, Canada"
201,[0.36357143],ZFA,"Faro, Canada"
202,[0.36357143],ZFM,"Fort Mcpherson, Canada"
206,[0.36357143],QFD,"Boufarik, Algeria"
213,[0.36357143],HRM,"Hassi R Mel, Algeria"
214,[0.36357143],TID,"Bou Chekif, Algeria"
216,[0.36357143],QAS,"Ech Cheliff, Algeria"
217,[0.36357143],TAF,"Tafaraoui, Algeria"
229,[0.36357143],TMX,"Timimoun, Algeria"
197,[0.36357143],YZU,"Whitecourt, Canada"
240,[0.36357143],BYK,"Bouake, Cote d'Ivoire"
241,[0.36357143],DJO,"Daloa, Cote d'Ivoire"
242,[0.36357143],HGO,"Korhogo, Cote d'Ivoire"
243,[0.36357143],MJC,"Man, Cote d'Ivoire"
244,[0.36357143],SPY,"San Pedro, Cote d'Ivoire"
245,[0.36357143],ASK,"Yamoussoukro, Cote d'Ivoire"
247,[0.36357143],AKR,"Akure, Nigeria"
251,[0.36357143],QUS,"Gusau, Nigeria"
199,[0.36357143],YZW,"Teslin, Canada"
193,[0.36357143],YZH,"Slave Lake, Canada"
119,[0.36357143],YQV,"Yorkton Muni, Canada"
147,[0.36357143],YVG,"Vermilion, Canada"
120,[0.36357143],YQW,"North Battleford, Canada"
125,[0.36357143],YRI,"Riviere Du Loup, Canada"
127,[0.36357143],YRM,"Rocky Mountain House, Canada"
130,[0.36357143],YSC,"Sherbrooke, Canada"
133,[0.36357143],YSR,"Nanisivik, Canada"
134,[0.36357143],YSU,"Summerside, Canada"
138,[0.36357143],YTR,"Trenton, Canada"
146,[0.36357143],YVC,"La Ronge, Canada"
153,[0.36357143],YVT,"Buffalo Narrows, Canada"
191,[0.36357143],YZE,"Gore Bay Manitoulin, Canada"
154,[0.36357143],YVV,"Wiarton, Canada"
155,[0.36357143],YWA,"Petawawa, Canada"
159,[0.36357143],YWY,"Wrigley, Canada"
161,[0.36357143],YXD,"Edmonton City Centre, Canada"
167,[0.36357143],YXR,"Timiskaming Rgnl, Canada"
182,[0.36357143],YYN,"Swift Current, Canada"
187,[0.36357143],YYW,"Armstrong, Canada"
190,[0.36357143],YZD,"Downsview, Canada"
474,[0.36357143],TED,"Thisted, Denmark"
496,[0.36357143],FAN,"Lista, Norway"
925,[0.36357143],CNG,"Chateaubernard, France"
787,[0.36357143],KGG,"Kedougou, Senegal"
742,[0.36357143],GOM,"Goma, Congo (Kinshasa)"
743,[0.36357143],KND,"Kindu, Congo (Kinshasa)"
745,[0.36357143],KWZ,"Kolwezi, Congo (Kinshasa)"
746,[0.36357143],FMI,"Kalemie, Congo (Kinshasa)"
747,[0.36357143],KMN,"Kamina Base, Congo (Kinshasa)"
748,[0.36357143],KGA,"Kananga, Congo (Kinshasa)"
749,[0.36357143],MJM,"Mbuji Mayi, Congo (Kinshasa)"
751,[0.36357143],GAQ,"Gao, Mali"
752,[0.36357143],KYS,"Kayes Dag Dag, Mali"
753,[0.36357143],MZI,"Ambodedjo, Mali"
754,[0.36357143],TOM,"Tombouctou, Mali"
768,[0.36357143],TTA,"Plage Blanche, Morocco"
770,[0.36357143],ERH,"Moulay Ali Cherif, Morocco"
771,[0.36357143],MEK,"Bassatine, Morocco"
776,[0.36357143],NNA,"Kenitra, Morocco"
779,[0.36357143],TTU,"Saniat Rmel, Morocco"
782,[0.36357143],CSK,"Cap Skiring, Senegal"
783,[0.36357143],KLC,"Kaolack, Senegal"
785,[0.36357143],XLS,"Saint Louis, Senegal"
741,[0.36357143],BKY,"Bukavu Kavumu, Congo (Kinshasa)"
740,[0.36357143],BUX,"Bunia, Congo (Kinshasa)"
739,[0.36357143],IRP,"Matari, Congo (Kinshasa)"
725,[0.36357143],KGJ,"Karonga, Malawi"
712,[0.36357143],AEH,"Abeche, Chad"
713,[0.36357143],MQQ,"Moundou, Chad"
715,[0.36357143],FYT,"Faya Largeau, Chad"
717,[0.36357143],BFO,"Buffalo Range, Zimbabwe"
720,[0.36357143],KAB,"Kariba Intl, Zimbabwe"
721,[0.36357143],MVZ,"Masvingo Intl, Zimbabwe"
722,[0.36357143],GWE,"Gweru Thornhill, Zimbabwe"
723,[0.36357143],WKM,"Hwange National Park, Zimbabwe"
727,[0.36357143],ZZU,"Mzuzu, Malawi"
738,[0.36357143],FKI,"Kisangani Simisini, Congo (Kinshasa)"
730,[0.36357143],NLO,"Ndolo, Congo (Kinshasa)"
731,[0.36357143],MNB,"Muanda, Congo (Kinshasa)"
732,[0.36357143],FDU,"Bandundu, Congo (Kinshasa)"
733,[0.36357143],KKW,"Kikwit, Congo (Kinshasa)"
734,[0.36357143],MDK,"Mbandaka, Congo (Kinshasa)"
735,[0.36357143],BDT,"Gbadolite, Congo (Kinshasa)"
736,[0.36357143],GMA,"Gemena, Congo (Kinshasa)"
737,[0.36357143],LIQ,"Lisala, Congo (Kinshasa)"
786,[0.36357143],BXE,"Bakel, Senegal"
788,[0.36357143],TUD,"Tambacounda, Senegal"
500,[0.36357143],NTB,"Notodden, Norway"
789,[0.36357143],IEO,"Aioun El Atrouss, Mauritania"
854,[0.36357143],EBD,"El Obeid, Sudan"
856,[0.36357143],MAK,"Malakal, Sudan"
860,[0.36357143],DOD,"Dodoma, Tanzania"
861,[0.36357143],IRI,"Iringa, Tanzania"
863,[0.36357143],LKY,"Lake Manyara, Tanzania"
866,[0.36357143],PMA,"Pemba, Tanzania"
867,[0.36357143],TGT,"Tanga, Tanzania"
870,[0.36357143],QDU,"Dusseldorf Hauptbahnhof, Germany"
871,[0.36357143],SRT,"Soroti, Uganda"
874,[0.36357143],GOZ,"Gorna Oryahovitsa, Bulgaria"
880,[0.36357143],AKT,"Akrotiri, Cyprus"
891,[0.36357143],ODB,"Cordoba, Spain"
901,[0.36357143],PKH,"Alexion, Greece"
905,[0.36357143],OZP,"Moron Ab, Spain"
911,[0.36357143],LEU,"Seo De Urgel, Spain"
912,[0.36357143],TOJ,"Torrejon, Spain"
915,[0.36357143],VIT,"Vitoria, Spain"
920,[0.36357143],CQF,"Calais Dunkerque, France"
921,[0.36357143],LTQ,"Le Touquet Paris Plage, France"
853,[0.36357143],KSL,"Kassala, Sudan"
851,[0.36357143],DOG,"Dongola, Sudan"
848,[0.36357143],GYI,"Gisenyi, Rwanda"
800,[0.36357143],LEK,"Labe, Guinea"
790,[0.36357143],TIY,"Tidjikja, Mauritania"
791,[0.36357143],KFA,"Kiffa, Mauritania"
792,[0.36357143],EMN,"Nema, Mauritania"
793,[0.36357143],KED,"Kaedi, Mauritania"
795,[0.36357143],SEY,"Selibady, Mauritania"
796,[0.36357143],ATR,"Atar, Mauritania"
798,[0.36357143],FIG,"Fria, Guinea"
799,[0.36357143],FAA,"Faranah, Guinea"
803,[0.36357143],MMO,"Maio, Cape Verde"
836,[0.36357143],CDI,"Cambridge Municipal Airport, United States"
820,[0.36357143],KMU,"Kisimayu, Somalia"
821,[0.36357143],C91,"Dowagiac Municipal Airport, United States"
822,[0.36357143],ALY,"Alexandria Intl, Egypt"
826,[0.36357143],EGR,"El Gora, Egypt"
829,[0.36357143],PSD,"Port Said, Egypt"
830,[0.36357143],SKV,"St Catherine Intl, Egypt"
832,[0.36357143],ELT,"El Tor, Egypt"
835,[0.36357143],KTL,"Kitale, Kenya"
709,[0.36357143],DES,"Desroches, Seychelles"
703,[0.36357143],MNC,"Nacala, Mozambique"
702,[0.36357143],MZB,"Mocimboa Da Praia, Mozambique"
696,[0.36357143],PCP,"Principe, Sao Tome and Principe"
567,[0.36357143],GKE,"Geilenkirchen, Germany"
569,[0.36357143],FEL,"Furstenfeldbruck, Germany"
570,[0.36357143],GUT,"Gutersloh, Germany"
571,[0.36357143],ALJ,"Alexander Bay, South Africa"
572,[0.36357143],AGZ,"Aggeneys, South Africa"
573,[0.36357143],BIY,"Bhisho, South Africa"
578,[0.36357143],GCJ,"Grand Central, South Africa"
583,[0.36357143],KLZ,"Kleinsee, South Africa"
585,[0.36357143],LAY,"Ladysmith, South Africa"
586,[0.36357143],MGH,"Margate, South Africa"
587,[0.36357143],MEZ,"Messina, South Africa"
588,[0.36357143],NCS,"Newcastle, South Africa"
589,[0.36357143],DUH,"Oudtshoorn, South Africa"
594,[0.36357143],NTY,"Pilanesberg Intl, South Africa"
595,[0.36357143],UTW,"Queenstown, South Africa"
597,[0.36357143],SBU,"Springbok, South Africa"
598,[0.36357143],SIS,"Sishen, South Africa"
599,[0.36357143],SZK,"Skukuza, South Africa"
600,[0.36357143],LTA,"Tzaneen, South Africa"
566,[0.36357143],ZNF,"Hanau Aaf, Germany"
565,[0.36357143],ZCN,"Celle, Germany"
564,[0.36357143],GHF,"Giebelstadt Aaf, Germany"
532,[0.36357143],KID,"Kristianstad, Sweden"
501,[0.36357143],OLA,"Orland, Norway"
518,[0.36357143],OSP,"Redzikowo, Poland"
521,[0.36357143],IEG,"Babimost, Poland"
525,[0.36357143],LDK,"Lidkoping, Sweden"
527,[0.36357143],KVB,"Skovde, Sweden"
528,[0.36357143],THN,"Trollhattan Vanersborg, Sweden"
529,[0.36357143],KSK,"Karlskoga, Sweden"
530,[0.36357143],MXX,"Mora, Sweden"
533,[0.36357143],JLD,"Landskrona, Sweden"
563,[0.36357143],RMS,"Ramstein Ab, Germany"
534,[0.36357143],OSK,"Oskarshamn, Sweden"
541,[0.36357143],HUV,"Hudiksvall, Sweden"
542,[0.36357143],KRF,"Kramfors Solleftea, Sweden"
551,[0.36357143],ORB,"Orebro, Sweden"
556,[0.36357143],BLE,"Borlange, Sweden"
557,[0.36357143],HLF,"Hultsfred, Sweden"
558,[0.36357143],GVX,"Gavle, Sweden"
562,[0.36357143],SPM,"Spangdahlem Ab, Germany"
601,[0.36357143],ULD,"Prince Mangosuthu Buthelezi, South Africa"
604,[0.36357143],VRU,"Vryburg, South Africa"
605,[0.36357143],VIR,"Virginia, South Africa"
685,[0.36357143],UGO,"Uige, Angola"
665,[0.36357143],RVA,"Farafangana, Madagascar"
666,[0.36357143],WVK,"Manakara, Madagascar"
667,[0.36357143],MNJ,"Mananjary, Madagascar"
668,[0.36357143],MXM,"Morombe, Madagascar"
671,[0.36357143],BUG,"Benguela, Angola"
673,[0.36357143],CPX,"Culebra Airport, Puerto Rico"
679,[0.36357143],GXG,"Negage, Angola"
680,[0.36357143],PBN,"Porto Amboim, Angola"
686,[0.36357143],XGN,"Xangongo, Angola"
662,[0.36357143],WAI,"Ambalabe, Madagascar"
687,[0.36357143],OYE,"Oyem, Gabon"
688,[0.36357143],OKN,"Okondja, Gabon"
689,[0.36357143],LBQ,"Lambarene, Gabon"
690,[0.36357143],BMM,"Bitam, Gabon"
691,[0.36357143],POG,"Port Gentil, Gabon"
692,[0.36357143],OMB,"Omboue Hopital, Gabon"
693,[0.36357143],MKU,"Makokou, Gabon"
695,[0.36357143],MVB,"Mvengue, Gabon"
664,[0.36357143],WFI,"Fianarantsoa, Madagascar"
661,[0.36357143],VOH,"Vohimarina, Madagascar"
606,[0.36357143],PRY,"Wonderboom, South Africa"
631,[0.36357143],BFX,"Bafoussam, Cameroon"
607,[0.36357143],WEL,"Welkom, South Africa"
609,[0.36357143],JWA,"Jwaneng, Botswana"
613,[0.36357143],PKW,"Selebi Phikwe, Botswana"
615,[0.36357143],FTX,"Owando, Congo (Kinshasa)"
616,[0.36357143],OUE,"Ouesso, Congo (Kinshasa)"
620,[0.36357143],BBT,"Berberati, Central African Republic"
625,[0.36357143],TKC,"Tiko, Cameroon"
628,[0.36357143],FOM,"Foumban Nkounja, Cameroon"
632,[0.36357143],BPC,"Bamenda, Cameroon"
658,[0.36357143],BPY,"Besalampy, Madagascar"
633,[0.36357143],YAO,"Yaounde Ville, Cameroon"
638,[0.36357143],KIW,"Southdowns, Zambia"
640,[0.36357143],NWA,"Bandaressalam, Comoros"
641,[0.36357143],AJN,"Ouani, Comoros"
646,[0.36357143],ZVA,"Miandrivazo, Madagascar"
652,[0.36357143],ZWA,"Andapa, Madagascar"
653,[0.36357143],AMB,"Ambilobe, Madagascar"
655,[0.36357143],HVA,"Analalava, Madagascar"
2358,[0.36357143],ZGC,"Zhongchuan, China"
2380,[0.36357143],HOJ,"Hohenems, Austria"
2388,[0.36357143],K03,"Wainwright As, United States"
3660,[0.36357143],GOR,"Gore Airport, Ethiopia"
3563,[0.36357143],KWY,"Kiwayu (Mkononi) Airport, Kenya"
3577,[0.36357143],RDG,"Reading Regional Carl A Spaatz Field, United States"
3578,[0.36357143],PSM,"Pease International Tradeport, United States"
3598,[0.36357143],KIO,"Kili Airport, Marshall Islands"
3624,[0.36357143],ALM,"Alamogordo White Sands Regional Airport, United States"
3628,[0.36357143],TQR,"San Domino Island Heliport, Italy"
3631,[0.36357143],ULU,"Gulu Airport, Uganda"
3633,[0.36357143],TBO,"Tabora Airport, Tanzania"
3634,[0.36357143],SHY,"Shinyanga Airport, Tanzania"
3635,[0.36357143],MUZ,"Musoma Airport, Tanzania"
3636,[0.36357143],LDI,"Kikwetu Airport, Tanzania"
3637,[0.36357143],TKQ,"Kigoma Airport, Tanzania"
3638,[0.36357143],BKZ,"Bukoba Airport, Tanzania"
3641,[0.36357143],ATB,"Atbara Airport, Sudan"
3643,[0.36357143],MJI,"Mitiga Airport, Libya"
3651,[0.36357143],AAC,"El Arish International Airport, Egypt"
3652,[0.36357143],BUO,"Burao Airport, Somalia"
3656,[0.36357143],ALU,"Alula Airport, Somalia"
3657,[0.36357143],TIE,"Tippi Airport, Ethiopia"
3559,[0.36357143],IDY,"Île d'Yeu Airport, France"
3557,[0.36357143],EAP,"EuroAirport, France"
3556,[0.36357143],LTT,"La Môle Airport, France"
3530,[0.36357143],PBR,"Puerto Barrios Airport, Guatemala"
3522,[0.36357143],KBT,"Kaben Airport, Marshall Islands"
3523,[0.36357143],JEJ,"Jeh Airport, Marshall Islands"
3524,[0.36357143],JAT,"Jabot Airport, Marshall Islands"
3525,[0.36357143],BII,"Enyu Airfield, Marshall Islands"
3526,[0.36357143],AUL,"Aur Island Airport, Marshall Islands"
3527,[0.36357143],AIM,"Ailuk Airport, Marshall Islands"
3528,[0.36357143],UTK,"Utirik Airport, Marshall Islands"
3529,[0.36357143],AAZ,"Quezaltenango Airport, Guatemala"
3531,[0.36357143],JBQ,"Dr Joaquin Balaguer International Airport, Dominican Republic"
3554,[0.36357143],PEV,"Pécs-Pogány Airport, Hungary"
3534,[0.36357143],MDS,"Middle Caicos Airport, Turks and Caicos Islands"
3536,[0.36357143],ILZ,"Žilina Airport, Slovakia"
3539,[0.36357143],SZF,"Samsun-Çarşamba Airport, Turkey"
3545,[0.36357143],SFQ,"Sanliurfa Airport, Turkey"
3547,[0.36357143],USQ,"Usak Airport, Turkey"
3550,[0.36357143],QSR,"Salerno Pontecagnano Airport, Italy"
3551,[0.36357143],AOT,"Aosta Airport, Italy"
3553,[0.36357143],QGY,"Győr-Pér International Airport, Hungary"
3658,[0.36357143],MTF,"Mizan Teferi Airport, Ethiopia"
3662,[0.36357143],DEM,"Dembidollo Airport, Ethiopia"
3719,[0.36357143],WTA,"Tambohorano Airport, Madagascar"
3663,[0.36357143],DSE,"Combolcha Airport, Ethiopia"
3692,[0.36357143],MAT,"Tshimpi Airport, Congo (Kinshasa)"
3693,[0.36357143],BOA,"Boma Airport, Congo (Kinshasa)"
3695,[0.36357143],SWP,"Swakopmund Airport, Namibia"
3699,[0.36357143],CMK,"Club Makokola Airport, Malawi"
3700,[0.36357143],SRH,"Sarh Airport, Chad"
3701,[0.36357143],JCA,"Croisette Heliport, France"
3703,[0.36357143],TCH,"Tchibanga Airport, Gabon"
3704,[0.36357143],MJL,"Mouilla Ville Airport, Gabon"
3705,[0.36357143],KOU,"Koulamoutou Airport, Gabon"
3706,[0.36357143],MSZ,"Namibe Airport, Angola"
3708,[0.36357143],DUE,"Dundo Airport, Angola"
3710,[0.36357143],MJA,"Manja Airport, Madagascar"
3711,[0.36357143],WMA,"Mandritsara Airport, Madagascar"
3712,[0.36357143],TTS,"Tsaratanana Airport, Madagascar"
3713,[0.36357143],WMP,"Mampikony Airport, Madagascar"
3714,[0.36357143],DWB,"Soalala Airport, Madagascar"
3715,[0.36357143],IVA,"Ambanja Airport, Madagascar"
3716,[0.36357143],WPB,"Port Bergé Airport, Madagascar"
3717,[0.36357143],WAM,"Ambatondrazaka Airport, Madagascar"
3691,[0.36357143],INO,"Inongo Airport, Congo (Kinshasa)"
3690,[0.36357143],NIO,"Nioki Airport, Congo (Kinshasa)"
3689,[0.36357143],KRZ,"Basango Mboliasa Airport, Congo (Kinshasa)"
3677,[0.36357143],BTE,"Sherbro International Airport, Sierra Leone"
3664,[0.36357143],BEI,"Beica Airport, Ethiopia"
3665,[0.36357143],BCO,"Baco Airport, Ethiopia"
3670,[0.36357143],SMW,"Smara Airport, Western Sahara"
3671,[0.36357143],QFI,"Iginniarfik Heliport, Greenland"
3672,[0.36357143],QCU,"Akunnaaq Heliport, Greenland"
3673,[0.36357143],JGR,"Groennedal Heliport, Greenland"
3675,[0.36357143],KEN,"Kenema Airport, Sierra Leone"
3676,[0.36357143],KBS,"Bo Airport, Sierra Leone"
3678,[0.36357143],JCU,"Ceuta Heliport, Spain"
3688,[0.36357143],BSU,"Basankusu Airport, Congo (Kinshasa)"
3679,[0.36357143],CRU,"Lauriston Airport, Grenada"
3681,[0.36357143],PSV,"Papa Stour Airport, United Kingdom"
3682,[0.36357143],OUK,"Outer Skerries Airport, United Kingdom"
3683,[0.36357143],FOA,"Foula Airport, United Kingdom"
3684,[0.36357143],GAX,"Gamba, Gabon"
3685,[0.36357143],PFR,"Ilebo Airport, Congo (Kinshasa)"
3686,[0.36357143],LJA,"Lodja Airport, Congo (Kinshasa)"
3687,[0.36357143],TSH,"Tshikapa Airport, Congo (Kinshasa)"
3521,[0.36357143],LIK,"Likiep Airport, Marshall Islands"
3520,[0.36357143],MAV,"Maloelap Island Airport, Marshall Islands"
3519,[0.36357143],MJB,"Mejit Atoll Airport, Marshall Islands"
3518,[0.36357143],MJE,"Majkin Airport, Marshall Islands"
3366,[0.36357143],LMY,"Lake Murray Airport, Papua New Guinea"
3367,[0.36357143],KUY,"Kamusi Airport, Papua New Guinea"
3368,[0.36357143],KKD,"Kokoda Airport, Papua New Guinea"
3369,[0.36357143],KDR,"Kandrian Airport, Papua New Guinea"
3370,[0.36357143],JAQ,"Jacquinot Bay Airport, Papua New Guinea"
3371,[0.36357143],IIS,"Nissan Island Airport, Papua New Guinea"
3372,[0.36357143],IHU,"Ihu Airport, Papua New Guinea"
3373,[0.36357143],GMI,"Gasmata Island Airport, Papua New Guinea"
3374,[0.36357143],ATP,"Tadji Airport, Papua New Guinea"
3388,[0.36357143],ELE,"EL Real Airport, Panama"
3391,[0.36357143],KAC,"Kamishly Airport, Syria"
3394,[0.36357143],SYW,"Sehwan Sharif Airport, Pakistan"
3396,[0.36357143],PAJ,"Parachinar Airport, Pakistan"
3397,[0.36357143],ORW,"Ormara Airport, Pakistan"
3398,[0.36357143],KDD,"Khuzdar Airport, Pakistan"
3399,[0.36357143],HDD,"Hyderabad Airport, Pakistan"
3400,[0.36357143],JIW,"Jiwani Airport, Pakistan"
3406,[0.36357143],BNP,"Bannu Airport, Pakistan"
3415,[0.36357143],RJN,"Rafsanjan Airport, Iran"
3363,[0.36357143],OBX,"Obo Airport, Papua New Guinea"
3361,[0.36357143],SKC,"Suki Airport, Papua New Guinea"
3359,[0.36357143],UKU,"Nuku Airport, Papua New Guinea"
3336,[0.36357143],CYU,"Cuyo Airport, Philippines"
3321,[0.36357143],ZPC,"Pucón Airport, Chile"
3322,[0.36357143],TOW,"Toledo Airport, Brazil"
3325,[0.36357143],GUL,"Goulburn Airport, Australia"
3327,[0.36357143],SST,"Santa Teresita Airport, Argentina"
3328,[0.36357143],GGS,"Gobernador Gregores Airport, Argentina"
3329,[0.36357143],OES,"Antoine De St Exupery Airport, Argentina"
3330,[0.36357143],LHS,"Las Heras Airport, Argentina"
3331,[0.36357143],TTG,"General Enrique Mosconi Airport, Argentina"
3340,[0.36357143],MPK,"Mokpo Airport, South Korea"
3358,[0.36357143],VMU,"Baimuru Airport, Papua New Guinea"
3349,[0.36357143],OKD,"Okadama Airport, Japan"
3351,[0.36357143],MFK,"Matsu Beigan Airport, Taiwan"
3352,[0.36357143],HCN,"Hengchun Airport, Taiwan"
3353,[0.36357143],LZN,"Matsu Nangan Airport, Taiwan"
3354,[0.36357143],ENT,"Eniwetok Airport, Marshall Islands"
3355,[0.36357143],LUP,"Kalaupapa Airport, United States"
3356,[0.36357143],ENI,"El Nido Airport, Philippines"
3357,[0.36357143],WPM,"Wipim Airport, Papua New Guinea"
3418,[0.36357143],EWD,"Wadi Al Dawasir Airport, Saudi Arabia"
3421,[0.36357143],XAU,"Saul Airport, French Guiana"
3422,[0.36357143],FBD,"Faizabad Airport, Afghanistan"
3507,[0.36357143],CUA,"Ciudad Constitución Airport, Mexico"
3492,[0.36357143],PAX,"Port-de-Paix Airport, Haiti"
3493,[0.36357143],JEE,"Jeremie Airport, Haiti"
3494,[0.36357143],PLD,"Playa Samara Airport, Costa Rica"
3499,[0.36357143],BCL,"Barra del Colorado Airport, Costa Rica"
3501,[0.36357143],PLP,"Captain Ramon Xatruch Airport, Panama"
3503,[0.36357143],ONX,"Enrique Adolfo Jimenez Airport, Panama"
3504,[0.36357143],CTD,"Alonso Valderrama Airport, Panama"
3506,[0.36357143],GUB,"Guerrero Negro Airport, Mexico"
3508,[0.36357143],CYW,"Captain Rogelio Castillo National Airport, Mexico"
3489,[0.36357143],SCX,"Salina Cruz Naval Air Station, Mexico"
3509,[0.36357143],MIJ,"Mili Island Airport, Marshall Islands"
3511,[0.36357143],AHS,"Ahuas Airport, Honduras"
3512,[0.36357143],WTO,"Wotho Island Airport, Marshall Islands"
3513,[0.36357143],WTE,"Wotje Atoll Airport, Marshall Islands"
3514,[0.36357143],WJA,"Woja Airport, Marshall Islands"
3515,[0.36357143],UIT,"Jaluit Airport, Marshall Islands"
3516,[0.36357143],RNP,"Rongelap Island Airport, Marshall Islands"
3517,[0.36357143],NDK,"Namorik Atoll Airport, Marshall Islands"
3490,[0.36357143],TND,"Alberto Delgado Airport, Cuba"
3487,[0.36357143],COX,"Congo Town Airport, Bahamas"
3431,[0.36357143],OLZ,"North West Santo Airport, Vanuatu"
3464,[0.36357143],EUA,"Kaufana Airport, Tonga"
3437,[0.36357143],RCL,"Redcliffe Airport, Vanuatu"
3441,[0.36357143],MWF,"Naone Airport, Vanuatu"
3456,[0.36357143],APK,"Apataki Airport, French Polynesia"
3457,[0.36357143],MXS,"Maota Airport, Samoa"
3458,[0.36357143],MWP,"Mountain Airport, Nepal"
3460,[0.36357143],IUE,"Niue International Airport, Niue"
3462,[0.36357143],NTT,"Kuini Lavenia Airport, Tonga"
3463,[0.36357143],HPA,"Lifuka Island Airport, Tonga"
3467,[0.36357143],KXF,"Koro Island Airport, Fiji"
3486,[0.36357143],ATC,"Arthurs Town Airport, Bahamas"
3471,[0.36357143],NGI,"Ngau Airport, Fiji"
3472,[0.36357143],MFJ,"Moala Airport, Fiji"
3473,[0.36357143],MNF,"Mana Island Airport, Fiji"
3475,[0.36357143],PTF,"Malolo Lailai Island Airport, Fiji"
3477,[0.36357143],PYE,"Penrhyn Island Airport, Cook Islands"
3480,[0.36357143],MHX,"Manihiki Island Airport, Cook Islands"
3483,[0.36357143],PID,"Nassau Paradise Island Airport, Bahamas"
3485,[0.36357143],CAT,"New Bight Airport, Bahamas"
3718,[0.36357143],WTS,"Tsiroanomandidy Airport, Madagascar"
3720,[0.36357143],TVA,"Morafenobe Airport, Madagascar"
2392,[0.36357143],ORL,"Executive, United States"
4132,[0.36357143],GIC,"Boigu Airport, Australia"
4086,[0.36357143],MNU,"Mawlamyine Airport, Burma"
